street,street_type,zip_code,parish,county,coastal_area
RUA DR ANTÓNIO PEREIRA COUTINHO,Rua,2645-027,Alcabideche,Cascais,Coastal Area
TRAVESSA MAR DOS SARGAÇOS BLOCO,Rua,2655-452,Ericeira,Mafra,Coastal Area
AVENIDA NOSSA SENHORA ESPERANÇA,,2705-645,Gouveia,Sintra,Coastal Area
"AVENIDA FRANÇA 106,BL 4A R/C DT",Avenida,2765-225,Estoril,Cascais,Coastal Area
1ª RUA DAS FLORES DE SANTA CRUZ,,1100-129,Lisboa,Lisboa,Coastal Area
RUA DO INSTITUTO BACTERIOLÓGICO,Rua,1150-190,Lisboa,Lisboa,Coastal Area
AVENIDA ALMIRANTE GAGO COUTINHO,Avenida,1000-016,Lisboa,Lisboa,Coastal Area
TRAVESSA DE SANTO ANTÓNIO DA SÉ,Largo,1100-006,Lisboa,Lisboa,Coastal Area
LARGO RAPHAEL BORDALLO PINHEIRO,Largo,1200-369,Lisboa,Lisboa,Coastal Area
RUA DOUTOR CARLOS ELIAS QUINTÃS,Rua,2530-918,Lourinhã,Lourinhã,Coastal Area
RUA PROFESSOR DOUTOR EGAS MONIZ,Rua,2705-883,Terrugem,Sintra,Coastal Area
RUA CORONEL GARCEZ DE LENCASTRE,Jardim,2765-530,São Pedro do Estoril,Cascais,Coastal Area
RUA FRANCISCO MANUEL DOS SANTOS,Rua,2565-668,Ramalhal,Torres Vedras,Not Coastal Area
RUA MARIA INÁCIA PERDIGÃO SILVA,Rua,2635-564,Rio de Mouro,Sintra,Coastal Area
RUA CONSELHEIRO ARANTES PEDROSO,Rua,1150-111,Lisboa,Lisboa,Coastal Area
RUELA EDUARDO HENRIQUES PEREIRA,Rua,2655-267,Ericeira,Mafra,Coastal Area
RUA PROFESSOR MÁRIO CHICÓ EDIFI,Rua,1600-643,Lisboa,Lisboa,Coastal Area
AVENIDA ALMIRANTE GAGO COUTINHO,Avenida,1700-031,Lisboa,Lisboa,Coastal Area
AVENIDA D. NUNO ALVARES PEREIRA,Avenida,2765-260,Estoril,Cascais,Coastal Area
1ª RUA PROFESSOR MIRA FERNANDES,Rua,1900-381,Lisboa,Lisboa,Coastal Area
ESTRADA DE RIBEIRA D'ILHAS LOTE,,2640-051,Ribeira de Ilhas,Mafra,Coastal Area
1ª RUA DA ACADEMIA DAS CIÊNCIAS,Rua,1200-003,Lisboa,Lisboa,Coastal Area
RUA ADRIANO CORREIA DE OLIVEIRA,Rua,1600-312,Lisboa,Lisboa,Coastal Area
RUA FÁBRICA DA LOIÇA DE SACAVÉM,Rua,2685-135,Sacavém,Loures,Coastal Area
ESTRADA DO MAGOITO CASAL GRANJA,Rua,2710-252,Casal da Granja,Sintra,Coastal Area
RUA PROFESSOR DOUTOR EGAS MONIZ,Rua,2610-147,Amadora,Amadora,Coastal Area
ESTRADA MUNICIPAL 546 - BLOCO D,Praceta,2655-075,Barril,Mafra,Coastal Area
RUA DR. MANUEL ESTRELA PERALTA,Rua,2655-456,Ericeira,Mafra,Coastal Area
RUA MANUEL FERREIRA DE ANDRADE,Rua,1500-416,Lisboa,Lisboa,Coastal Area
TRAVESSA ENVIADO DE INGLATERRA,Travessa,1150-139,Lisboa,Lisboa,Coastal Area
AVENIDA FONTES PEREIRA DE MELO,Avenida,1050-115,Lisboa,Lisboa,Coastal Area
RUA JOAQUIM ELISIÁRIO FERREIRA,Rua,2655-456,Ericeira,Mafra,Coastal Area
TRAVESSA ENVIADO DA INGLATERRA,Travessa,1150-139,Lisboa,Lisboa,Coastal Area
LARGO OUTEIRINHO DA AMENDOEIRA,Largo,1100-386,Lisboa,Lisboa,Coastal Area
1ª RUA SANTO ANTÓNIO DA GLÓRIA,Rua,1250-215,Lisboa,Lisboa,Coastal Area
LARGO TELHEIROS DE SÃO VICENTE,,1100-594,Lisboa,Lisboa,Coastal Area
RUA SARGENTO JACINTO GONÇALVES,Rua,2755-134,Malveira da Serra,Cascais,Coastal Area
AVENIDA FREI MIGUEL CONTREIRAS,Avenida,1700-210,Lisboa,Lisboa,Coastal Area
PRACETA FRANCISCO LOPES FRANCO,Rua,2655-287,Ericeira,Mafra,Coastal Area
AVENIDA ESTADOS UNIDOS AMÉRICA,Avenida,1700-172,Lisboa,Lisboa,Coastal Area
CALÇADA ENGENHEIRO MIGUEL PAIS,Calçada,1200-171,Lisboa,Lisboa,Coastal Area
RUA MATEUS VICENTE DE OLIVEIRA,Rua,2745-167,Queluz,Sintra,Not Coastal Area
AVENIDA DOUTOR ARLINDO VICENTE,Avenida,1950-080,Lisboa,Lisboa,Coastal Area
PÁTIO TELHEIROS DA SAO VICENTE,,1100-594,Lisboa,Lisboa,Coastal Area
ALAMEDA GUIA QUINTA DO ROSÁRIO,Rua,2750-341,Cascais,Cascais,Coastal Area
RUA JOSÉ FERRÃO CASTELO BRANCO,Rua,2770-095,Paço de Arcos,Oeiras,Coastal Area
RUA COMANDANTE SACADURA CABRAL,Rua,2620-289,Ramada,Odivelas,Not Coastal Area
RUA PROFESSOR VITORINO NEMÉSIO,Rua,2765-362,Galiza,Cascais,Coastal Area
AVENIDA DOUTOR MIGUEL BOMBARDA,Avenida,2710-590,Sintra,Sintra,Coastal Area
RUA SANTO ANTÓNIO DOS CAPUCHOS,Rua,1150-317,Lisboa,Lisboa,Coastal Area
RUA PRINCIPAL DO ALTO ESPARGAL,Rua,2785-046,Caparide,Cascais,Coastal Area
RUA DOUTOR ANTÓNIO SOUTO LOPES,Rua,1885-006,Moscavide,Loures,Coastal Area
RUA PROFESSOR EDUARDO CORTESÃO,Rua,1600-615,Lisboa,Lisboa,Coastal Area
RUA PROFESSOR EGAS MONIZ-BLOCO,Rua,2655-400,Ericeira,Mafra,Coastal Area
CALÇADA SALVADOR CORREIA DE SÁ,Calçada,1200-397,Lisboa,Lisboa,Coastal Area
RUA CAPITÃO HUMBERTO DE ATAÍDE,Rua,1170-072,Lisboa,Lisboa,Coastal Area
1ª RUA CENTENÁRIO DA REPÚBLICA,Rua,2655-213,Ericeira,Mafra,Coastal Area
RUA GUILHERME SALGADO EDIFÍCIO,Rua,2750-251,Cascais,Cascais,Coastal Area
TRAVESSA ALFREDO FERREIRA LUÍS,Rua,2640-507,Mafra,Mafra,Coastal Area
TRAVESSA DE ROSÁRIO STA. CLARA,Travessa,1100-458,Lisboa,Lisboa,Coastal Area
AVENIDA S. MIGUEL DAS ENCOSTAS,Avenida,2775-750,Carcavelos,Cascais,Coastal Area
RUA DOUTOR FÉLIX ALVES PEREIRA,Rua,2710-716,Sintra,Sintra,Coastal Area
PRACETA DOUTOR ARNALDO SAMPAIO,Praceta,2710-534,Sintra,Sintra,Coastal Area
RUA ENGENHEIRO VIEIRA DA SILVA,Rua,1050-105,Lisboa,Lisboa,Coastal Area
RUA DOUTOR BENTO PEREIRA CARMO,Rua,2580-360,Alenquer,Alenquer,Not Coastal Area
RUA PROFESSOR BRANCO RODRIGUES,Rua,1200-362,Lisboa,Lisboa,Coastal Area
ARTÉRIA ARTÁRIA ESCOLAS GERAIS,Pátio,1100-213,Lisboa,Lisboa,Coastal Area
RUA PROFESSOR FRANCISCO GENTIL,Rua,2755-226,Murches,Cascais,Coastal Area
AVENIDA CAPITÃO SALGUEIRO MAIA,Avenida,1885-091,Moscavide,Loures,Coastal Area
PRAÇA JOÃO DE AZEVEDO COUTINHO,Praça,1170-190,Lisboa,Lisboa,Coastal Area
PRAÇA JOÃO MARTINHO DE FREITAS,Praça,2750-388,Cascais,Cascais,Coastal Area
PRACETA JOSÉ EPIFÂNIO DE ABREU,Praceta,2770-094,Paço de Arcos,Oeiras,Coastal Area
LARGO DE SANTA CRUZ DO CASTELO,Rua,1100-479,Lisboa,Lisboa,Coastal Area
RUA DOM ANTÓNIO GUEDES HERÉDIA,Rua,2765-434,Monte Estoril,Cascais,Coastal Area
RUA DOM TOMAZ DE MELLO BREYNER,Rua,1900-202,Lisboa,Lisboa,Coastal Area
CALÇADA MOURARIA BECO OLIVEIRA,Calçada,1100-363,Lisboa,Lisboa,Coastal Area
CALÇADA JOSÉ JOAQUIM GONÇALVES,Rua,2710-477,São Pedro,Sintra,Coastal Area
AVENIDA JOÃO DE FREITAS BRANCO,Avenida,2760-073,Laveiras,Oeiras,Coastal Area
AVENIDA DOUTOR MIGUEL BOMBARDA,Avenida,2745-176,Queluz,Sintra,Not Coastal Area
PRACETA LUIS DE FREITAS BRANCO,Praceta,2770-113,Paço de Arcos,Oeiras,Coastal Area
PRACETA LUÍS DE FREITAS BRANCO,Praceta,2770-113,Paço de Arcos,Oeiras,Coastal Area
RUA PÚBLIA HORTÊNSIA DE CASTRO,Rua,1500-519,Lisboa,Lisboa,Coastal Area
RUA PROFESSOR ALFREDO DE SOUSA,Rua,1600-188,Lisboa,Lisboa,Coastal Area
RUA ANTÓNIO RODRIGUES PIMENTA,Largo,2705-207,Eugaria,Sintra,Coastal Area
AVENIDA ÓSCAR MONTEIRO TORRES,Avenida,1000-219,Lisboa,Lisboa,Coastal Area
CALÇADA AGOSTINHO DE CARVALHO,Calçada,1100-011,Lisboa,Lisboa,Coastal Area
RUA JOAQUIM ANTÓNIO DE AGUIAR,Rua,1070-149,Lisboa,Lisboa,Coastal Area
RUA GENERAL PIMENTA DE CASTRO,Rua,1700-216,Lisboa,Lisboa,Coastal Area
1ª RUA CONVENTO DA ENCARNAÇÃO,Largo,1150-113,Lisboa,Lisboa,Coastal Area
RUA DOM CARLOS DE MASCARENHAS,Rua,1070-080,Lisboa,Lisboa,Coastal Area
RUA SÃO SEBASTIÃO DA PEDREIRA,Rua,1050-008,Lisboa,Lisboa,Coastal Area
RUA GENERAL MASSANO DE AMORIM,Rua,1300-270,Lisboa,Lisboa,Coastal Area
4ª TRAVESSA TERREIRO DO TRIGO,Travessa,1100-605,Lisboa,Lisboa,Coastal Area
PRAÇA VISCONDESSA DOS OLIVAIS,Praça,1800-379,Lisboa,Lisboa,Coastal Area
AVENIDA DAVID MOURÃO-FERREIRA,Rua,1750-220,Lisboa,Lisboa,Coastal Area
1ª TRAVESSA DOS FIÉIS DE DEUS,Travessa,1200-189,Lisboa,Lisboa,Coastal Area
TRAVESSA SACRAMENTO ALCÂNTARA,Travessa,1350-277,Lisboa,Lisboa,Coastal Area
ESCADINHAS DAMASCENO MONTEIRO,Escadinhas,1170-107,Lisboa,Lisboa,Coastal Area
RUA COMANDANTE FONTOURA COSTA,Rua,1750-069,Lisboa,Lisboa,Coastal Area
RUA GUSTAVO DE MATOS SEQUEIRA,Rua,1200-214,Lisboa,Lisboa,Coastal Area
RUA DA CRUZ DE SANTA APOLÓNIA,Rua,1100-187,Lisboa,Lisboa,Coastal Area
RUA MALANGE 112 R/CH DTº FREN,Rua,2775-237,Parede,Cascais,Coastal Area
RUA JOAQUIM EREIRA CASA TORRE,Rua,2750-392,Cascais,Cascais,Coastal Area
1ª RUA SOCIEDADE FARMACEUTICA,Rua,1150-337,Lisboa,Lisboa,Coastal Area
RUA MAESTRO JAIME SILVA FILHO,Rua,1500-402,Lisboa,Lisboa,Coastal Area
RUA FERNÃO MENDES PINTO BLOCO,Rua,1400-145,Lisboa,Lisboa,Coastal Area
1ª RUA FREI FRANCISCO FOREIRO,Rua,1150-055,Lisboa,Lisboa,Coastal Area
RUA INSTITUTO CONDE AGROLONGO,Rua,2770-081,Paço de Arcos,Oeiras,Coastal Area
RUA JOSÉ NUNES DA COSTA PINTO,Rua,2530-877,Praia da Areia Branca,Lourinhã,Coastal Area
ENTRADA ESTRADA MUNICIPAL 571,Estrada Municipal,2530-087,Lourinhã,Lourinhã,Coastal Area
RUA SANTO AMARO VILA MENDONÇA,Rua,1200-803,Lisboa,Lisboa,Coastal Area
TRAVESSA ALTO DO MOÍNHO VELHO,Travessa,2750-287,Cascais,Cascais,Coastal Area
RUA ANTÓNIO DOS SANTOS COELHO,Rua,2700-091,Amadora,Amadora,Coastal Area
RUA MIRAMAR 10 - BL D R/C DRT,Rua,2655-309,Ericeira,Mafra,Coastal Area
RUA MEIO AO ARCO DO CARVALHÃO,Rua,1070-173,Lisboa,Lisboa,Coastal Area
RUA TENENTE POSSIDÓNIO COELHO,Rua,2685-096,Sacavém,Loures,Coastal Area
RUA GENERAL JUSTINIANO PADREL,Rua,1170-152,Lisboa,Lisboa,Coastal Area
RUA FERNÃO ÁLVARES DO ORIENTE,Rua,1700-192,Lisboa,Lisboa,Coastal Area
CAMINHO MATA DOS CASTANHEIROS,,2550-367,Montejunto,Cadaval,Not Coastal Area
RUA PADARIA BLOCONORTE R/C. A,Praceta,2655-105,Fonte Boa da Brincosa,Mafra,Coastal Area
TRAVESSA DE CIMA DOS QUARTÉIS,Travessa,1250-073,Lisboa,Lisboa,Coastal Area
PRACETA CABO GUILHERME SANTOS,Rua,2645-206,Amoreira,Cascais,Coastal Area
AVENIDA ÍNDICO 1.05.03 17º AP,Avenida,1990-125,Lisboa,Lisboa,Coastal Area
RUA ANTÓNIO JOAQUIM DAS NEVES,Rua,2710-422,Sintra,Sintra,Coastal Area
RUA MIRAMAR 10 BLOCO E R/C ES,Rua,2655-309,Ericeira,Mafra,Coastal Area
RUA MANUEL RIBEIRO DOS SANTOS,Rua,2765-335,São João do Estoril,Cascais,Coastal Area
RUA GUSTAVO DE MATOS SEQUEIRA,Rua,1250-120,Lisboa,Lisboa,Coastal Area
AVENIDA BOMBEIROS VOLUNTARIOS,Avenida,2765-202,Estoril,Cascais,Coastal Area
RUA PADRE JOSÉ MARIA LOUREIRO,Rua,2750-406,Cascais,Cascais,Coastal Area
RUA ÂNGELO TEODORO DA FONSECA,Estrada,2530-015,Atalaia,Lourinhã,Coastal Area
RUA MANUEL CASANOVA RODRIGUES,Rua,2750-779,Cascais,Cascais,Coastal Area
RUA MANUEL PEREIRA SANTA ROSA,Rua,2655-004,Ericeira,Mafra,Coastal Area
TRAVESSA ALTO DO MOINHO VELHO,Rua,2750-286,Cascais,Cascais,Coastal Area
RUA PROFESSOR CARLOS TEIXEIRA,Rua,1600-608,Lisboa,Lisboa,Coastal Area
RUA POCINHOS EDIFICIO NEPTUNO,Rua,2655-333,Ericeira,Mafra,Coastal Area
AVENIDA BOMBEIROS VOLUNTÁRIOS,Avenida,2765-201,Estoril,Cascais,Coastal Area
RUA JOSÉ MANUEL DIAS CUSTÓDIO,,2530-336,Casais do Forno,Lourinhã,Coastal Area
LARGO INTENDENTE PINA MANIQUE,Largo,1100-285,Lisboa,Lisboa,Coastal Area
PRACETA GOMES EANES DE ZURARA,Praceta,2700-427,Amadora,Amadora,Coastal Area
RUA REPÚBLICA DA GUINÉ BISSAU,Rua,2720-497,Amadora,Amadora,Coastal Area
RUA CONSELHEIRO LOPO VAZ LOTE,Rua,1800-142,Lisboa,Lisboa,Coastal Area
RUA PROFESSOR JUVENAL ESTEVES,Rua,1300-613,Lisboa,Lisboa,Coastal Area
AVENIDA GONÇALO VELHO CABRAL,Avenida,2750-364,Cascais,Cascais,Coastal Area
RUA COMANDANTE MANUEL FREIRE,Rua,2655-443,Ericeira,Mafra,Coastal Area
RUA UNIÃO CULTURA E DESPORTO,Rua,2655-450,Ericeira,Mafra,Coastal Area
TRAVESSA SANTO ANTÓNIO BELÉM,Travessa,1400-326,Lisboa,Lisboa,Coastal Area
RUA PROFESSOR MACHADO MACEDO,Largo,1300-255,Lisboa,Lisboa,Coastal Area
RUA DO VALE DE SANTO ANTÓNIO,Rua,1170-376,Lisboa,Lisboa,Coastal Area
1ª RUA PROFESSOR MÁRIO CHICÓ,Rua,1600-643,Lisboa,Lisboa,Coastal Area
RUA DOUTOR MANUEL DE ARRIAGA,Rua,2655-303,Ericeira,Mafra,Coastal Area
AVENIDA FAUSTO DE FIGUEIREDO,Avenida,2765-412,Monte Estoril,Cascais,Coastal Area
AVENIDA ANTÓNIO JOSÉ DO VALE,Avenida,2530-213,Praia da Areia Branca,Lourinhã,Coastal Area
RUA GENERAL HUMBERTO DELGADO,Rua,2655-291,Ericeira,Mafra,Coastal Area
AVENIDA PEDRO ÁLVARES CABRAL,Avenida,2750-184,Cascais,Cascais,Coastal Area
RUA COMANDANTE FREITAS SILVA,Rua,1300-137,Lisboa,Lisboa,Coastal Area
AVENIDA INFANTE DOM HENRIQUE,Avenida,2775-096,Murtal,Cascais,Coastal Area
RUA CORONEL PEREIRA DA SILVA,Rua,1300-146,Lisboa,Lisboa,Coastal Area
RUA ANTÓNIO PINHEIRO LACERDA,Praceta,2630-370,Arruda dos Vinhos,Arruda dos Vinhos,Not Coastal Area
TRAVESSA DOS FERREIROS BELÉM,Travessa,1300-233,Lisboa,Lisboa,Coastal Area
RUA DR ANTONIO DIAS PINHEIRO,Rua,2750-294,Cascais,Cascais,Coastal Area
RUA GUIOMAR CARVALHO MIRANDA,Calçada,2655-446,Ericeira,Mafra,Coastal Area
PRACETA MANUEL NUNES MANIQUE,Praceta,2750-425,Cascais,Cascais,Coastal Area
1ª RUA BAIRRO DOS PESCADORES,Largo,2655-364,Ericeira,Mafra,Coastal Area
PRACETA NOSSA SENHORA FÁTIMA,Praceta,2765-620,Alto dos Gaios,Cascais,Coastal Area
URBANIZAÇÃO POCINHOS VILLAGE,Largo,2655-272,Ericeira,Mafra,Coastal Area
PRACETA JOSE AUGUSTO GOUVEIA,Rua,1885-001,Moscavide,Loures,Coastal Area
RUA ENGENHEIRO SANTOS SIMÕES,Rua,1900-226,Lisboa,Lisboa,Coastal Area
TRAVESSA POIAIS DE SÃO BENTO,Rua,1200-345,Lisboa,Lisboa,Coastal Area
TRAVESSA FREIRAS SANTA CLARA,Travessa,1100-258,Lisboa,Lisboa,Coastal Area
RUA FRANCISCO TOMÁS DA COSTA,Rua,1600-092,Lisboa,Lisboa,Coastal Area
1ª RUA DOMINGOS DIAS MACHADO,Rua,2640-534,Mafra,Mafra,Coastal Area
RUA PROFESSOR CÉSAR OLIVEIRA,Rua,1600-814,Lisboa,Lisboa,Coastal Area
RUA PROFESSOR BARBOSA SUEIRO,Rua,1600-598,Lisboa,Lisboa,Coastal Area
RUA AVENIDA CRAVOS VERMELHOS,Avenida,2720-141,Amadora,Amadora,Coastal Area
AVENIDA PADRE MANUEL NÓBREGA,Avenida,1000-225,Lisboa,Lisboa,Coastal Area
TRAVESSA CHAFARIZ DAS TERRAS,Travessa,1200-630,Lisboa,Lisboa,Coastal Area
RUA PARTICULAR À MURTINHEIRA,Rua,2655-103,Fonte Boa da Brincosa,Mafra,Coastal Area
RUA BAIRRO JOÃO DAVID SOARES,Rua,2655-293,Ericeira,Mafra,Coastal Area
RUA PROFESSOR QUEIROZ VELOSO,Rua,1600-658,Lisboa,Lisboa,Coastal Area
RUA PINHAL DO ESPÍRITO SANTO,Rua,2705-123,Praia das Maçãs,Sintra,Coastal Area
AVENIDA BARÃO ALMEIDA SANTOS,Avenida,2710-525,Sintra,Sintra,Coastal Area
RUA ALFERES CARVALHO PEREIRA,Rua,1800-009,Lisboa,Lisboa,Coastal Area
RUA DOUTOR MANUEL DE ARRIAGA,Rua,2775-602,Carcavelos,Cascais,Coastal Area
AVENIDA LUÍS AUGUSTO COLARES,Avenida,2705-110,Azenhas do Mar,Sintra,Coastal Area
ALAMEDA DOM AFONSO HENRIQUES,Alameda,1900-180,Lisboa,Lisboa,Coastal Area
TRAVESSA DO OCEANO ATLÂNTICO,Bairro,2640-206,Encarnação,Mafra,Coastal Area
RUA ESCOLA DO ESPONGEIRO N.S,,2640-064,Lagoa,Mafra,Coastal Area
ESCADINHAS DAS PORTAS DO MAR,Rua,1100-009,Lisboa,Lisboa,Coastal Area
ALAMEDA DAS LINHAS DE TORRES,Alameda,1750-141,Lisboa,Lisboa,Coastal Area
1ª RUA AFONSO DE ALBUQUERQUE,Rua,1100-009,Lisboa,Lisboa,Coastal Area
RUA PROFESSOR GOMES TEIXEIRA,Rua,1399-022,Lisboa,Lisboa,Coastal Area
URBANIZAÇÃO PORTO DAS BARCAS,Estrada,2530-015,Atalaia,Lourinhã,Coastal Area
TRAVESSA AÇOUGUE SÃO VICENTE,Travessa,1100-005,Lisboa,Lisboa,Coastal Area
RUA ACTOR JOAQUIM DE ALMEIDA,Rua,1900-022,Lisboa,Lisboa,Coastal Area
AVENIDA ADRIANO JÚLIO COELHO,Avenida,2710-518,Sintra,Sintra,Coastal Area
RUA ANTÓNIO PEREIRA CARRILHO,Rua,1000-046,Lisboa,Lisboa,Coastal Area
AVENIDA NOSSA SRA DO ROSÁRIO,Avenida,2750-179,Cascais,Cascais,Coastal Area
RUA FRANCISCO RODRIGUES LOBO,Rua,1070-133,Lisboa,Lisboa,Coastal Area
ALAMEDA DOM AFONSO HENRIQUES,Alameda,1000-125,Lisboa,Lisboa,Coastal Area
RUA AFONSO BANHEIRO BL C R/C,Rua,2705-297,Praia das Maçãs,Sintra,Coastal Area
RUA GENERAL HUMBERTO DELGADO,Rua,1495-067,Algés,Oeiras,Coastal Area
LARGO MADALENA 112 2º. ESQº.,Largo,1100-317,Lisboa,Lisboa,Coastal Area
RUA ACTOR ANTÓNIO SACRAMENTO,Rua,2770-183,Paço de Arcos,Oeiras,Coastal Area
VIA TELHEIROS DE SÃO VICENTE,,1100-594,Lisboa,Lisboa,Coastal Area
TRAVESSA CONCEIÇÃO DA GLÓRIA,Travessa,1250-083,Lisboa,Lisboa,Coastal Area
AVENIDA INFANTE DOM HENRIQUE,Avenida,1800-257,Lisboa,Lisboa,Coastal Area
LARGO MANUEL EMÍDIO DA SILVA,Largo,1500-415,Lisboa,Lisboa,Coastal Area
ARRUAMENTO CAMPO SANTA CLARA,Campo,1100-473,Lisboa,Lisboa,Coastal Area
1ª RUA DOS CAMINHOS DE FERRO,Rua,1100-109,Lisboa,Lisboa,Coastal Area
1ª RUA VALE DE SANTO ANTÓNIO,Rua,1170-349,Lisboa,Lisboa,Coastal Area
PRAÇA MARTIM MONIZ- EDIFICIO,Praça,1100-341,Lisboa,Lisboa,Coastal Area
RUA TERRAS DA PRAIA FRAÇÃO B,Rua,2530-065,Areia Branca,Lourinhã,Coastal Area
ESCADINHAS ARCO DA DONA ROSA,Escadinhas,1100-029,Lisboa,Lisboa,Coastal Area
ESCADINHAS DA PORTA DO CARRO,Rua,1169-208,Lisboa,Lisboa,Coastal Area
RUA PADARIA BL.NASCENT R/C A,Praceta,2655-105,Fonte Boa da Brincosa,Mafra,Coastal Area
AVENIDA CIDADE BRATISLAVA LT,Avenida,1950-441,Lisboa,Lisboa,Coastal Area
RUA GENERAL HUMBERTO DELGADO,Rua,2640-333,Igreja Nova,Mafra,Coastal Area
AVENIDA PATRÃO JOAQUIM LOPES,Avenida,2770-134,Paço de Arcos,Oeiras,Coastal Area
RUA PROFESSOR AIRES DE SOUSA,Rua,1600-590,Lisboa,Lisboa,Coastal Area
1ª RUA SPORT GRUPO SACAVENSE,Rua,2685-011,Sacavém,Loures,Coastal Area
TRAVESSA VITORINO DE FREITAS,Travessa,1300-584,Lisboa,Lisboa,Coastal Area
CALÇADA COMBRO 77 3 ESQUERDO,Calçada,1200-110,Lisboa,Lisboa,Coastal Area
RUA NOSSA SENHORA NAVEGANTES,Rua,2750-450,Cascais,Cascais,Coastal Area
RUA LUCIANA STEGAGNO PICCHIO,Rua,1500-912,Lisboa,Lisboa,Coastal Area
AVENIDA INFANTE DOM HENRIQUE,Avenida,2750-167,Cascais,Cascais,Coastal Area
RUA PEDREIRAS 14 3º ESQUERDO,Rua,1400-271,Lisboa,Lisboa,Coastal Area
CALÇADA AJUDA 'BELÉM GARDEN',Calçada,1300-015,Lisboa,Lisboa,Coastal Area
RUA FOZ DO ALCABRICHEL BLOCO,,2560-100,Porto Novo,Torres Vedras,Coastal Area
RUA CORREEIROS 120 4 DIREITO,Rua,1100-168,Lisboa,Lisboa,Coastal Area
LARGO AMÉRICO ROSA GUIMARÃES,Largo,1800-024,Lisboa,Lisboa,Coastal Area
RUA ACTRIZ ADELINA ABRANCHES,Rua,1500-021,Lisboa,Lisboa,Coastal Area
RUA ARCO MARQUÊS DO ALEGRETE,Rua,1100-034,Lisboa,Lisboa,Coastal Area
RUA DOM FRANCISCO DE ALMEIDA,Rua,2725-315,Mem Martins,Sintra,Not Coastal Area
RUA RAINHA JOANA DA BULGÁRIA,Rua,2765-005,Estoril,Cascais,Coastal Area
RUA DOM FRANCISCO DE ALMEIDA,Rua,2760-037,Laveiras,Oeiras,Coastal Area
RUA DONA FILIPA DE LENCASTRE,Rua,2675-355,Odivelas,Odivelas,Coastal Area
AVENIDA FERNANDO PESSOA LOTE,Avenida,1990-108,Lisboa,Lisboa,Coastal Area
AVENIDA DOM AFONSO HENRIQUES,Avenida,2550-521,Vermelha,Cadaval,Not Coastal Area
AVENIDA AMÉRICO FERRER LOPES,Avenida,2745-714,Queluz,Sintra,Coastal Area
RUA MILAGRE DE SANTO ANTÓNIO,Rua,1100-351,Lisboa,Lisboa,Coastal Area
RUA FRANCISCO LYON DE CASTRO,Rua,1600-311,Lisboa,Lisboa,Coastal Area
1ª RUA DA BELA VISTA À GRAÇA,Rua,1170-055,Lisboa,Lisboa,Coastal Area
RUA JOÃO DO NASCIMENTO COSTA,Rua,1900-269,Lisboa,Lisboa,Coastal Area
AVENIDA INFANTE DOM HENRIQUE,Avenida,2660-450,Santo António dos Cavaleiros,Loures,Coastal Area
1ª RUA ALEXANDRE DE SÁ PINTO,Rua,1300-034,Lisboa,Lisboa,Coastal Area
RUA ANTÓNIO ALÇADA BAPTISTA,Rua,1500-911,Lisboa,Lisboa,Coastal Area
RUA MIGUEL ESTEVES MEDEIROS,Rua,2640-543,Mafra,Mafra,Coastal Area
1ª TRAVESSA DO JOGO DA BOLA,Travessa,1500-368,Lisboa,Lisboa,Coastal Area
RUA DOUTOR BASTOS GONÇALVES,Rua,1600-898,Lisboa,Lisboa,Coastal Area
RUA DOUTOR ALFREDO DA COSTA,Rua,2710-523,Sintra,Sintra,Coastal Area
RUA CALÇADA DE SÃO LOURENÇO,Beco,1100-124,Lisboa,Lisboa,Coastal Area
RUA EDUARDO MARIA RODRIGUES,Praceta,2775-566,Carcavelos,Cascais,Coastal Area
RUA COMBATENTES DO ULTRAMAR,Rua,2775-083,Murtal,Cascais,Coastal Area
RUA VASCO BOTELHO DO AMARAL,Rua,1500-616,Lisboa,Lisboa,Coastal Area
RUA DA CRUZ DE SANTA HELENA,Rua,1100-189,Lisboa,Lisboa,Coastal Area
RUA COMBATENTES DO ULTRAMAR,Rua,2705-031,Almoçageme,Sintra,Coastal Area
AVENIDA DR. MIGUEL BOMBARDA,Avenida,2710-590,Sintra,Sintra,Coastal Area
PRACETA 1 QUINTA DAS DROGAS,Praceta,2615-377,Alverca do Ribatejo,Vila Franca de Xira,Coastal Area
RUA PADARIA 13 R/C BL-NORTE,Praceta,2655-105,Fonte Boa da Brincosa,Mafra,Coastal Area
ESCADINHAS DE SANTO ESTÊVÃO,Escadinhas,1100-504,Lisboa,Lisboa,Coastal Area
RUA PALMEIRA 53 2º ESQUERDO,Rua,1200-312,Lisboa,Lisboa,Coastal Area
RUA PEDREIRA DO FERNANDINHO,Rua,1070-209,Lisboa,Lisboa,Coastal Area
LARGO AFONSO DE ALBUQUERQUE,Largo,2710-519,Sintra,Sintra,Coastal Area
2ª TRAVESSA TERRAS DO MONTE,Travessa,1170-370,Lisboa,Lisboa,Coastal Area
RUA COMANDANTE COUSTEAU N.º,Cais,1990-173,Lisboa,Lisboa,Coastal Area
RUA DOM FRANCISCO DE AVILEZ,Rua,2750-349,Cascais,Cascais,Coastal Area
RUA ALMIRANTE NUNES DA MATA,Rua,2775-254,Parede,Cascais,Coastal Area
1ª RUA CASTELO DE SÃO JORGE,,1100-129,Lisboa,Lisboa,Coastal Area
